Utilities;HouseStyle;OverallCond;ExterCond;HeatingQC;CentralAir;FullBath;KitchenQual;TotRmsAbvGrd;FireplaceQu;SaleCondition
AllPub;1Story;7;TA;Ex;Y;1;Ex;6;Gd;Abnorml
AllPub;1Story;8;Gd;Ex;Y;1;TA;5;NA;Normal
AllPub;2Story;6;TA;TA;Y;1;Gd;8;Gd;Normal
AllPub;1Story;8;Gd;TA;Y;2;Gd;6;Fa;Normal
AllPub;SLvl;8;Gd;Gd;Y;2;Gd;6;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Partial
AllPub;2Story;6;TA;TA;Y;2;Gd;8;TA;Normal
AllPub;2Story;5;TA;Fa;Y;2;TA;7;TA;Normal
AllPub;1Story;7;TA;Ex;Y;1;Gd;7;Gd;Normal
AllPub;1Story;5;TA;Gd;Y;1;TA;5;Po;Normal
AllPub;SFoyer;4;TA;TA;Y;0;TA;6;NA;Alloca
AllPub;SLvl;7;TA;Ex;Y;1;Gd;5;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Partial
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;TA;7;TA;Normal
AllPub;2Story;7;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;2Story;5;Gd;Ex;Y;3;Gd;10;TA;Normal
AllPub;SLvl;6;TA;TA;Y;1;TA;6;Po;Normal
AllPub;1Story;6;TA;Ex;Y;1;TA;6;TA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;5;NA;Normal
AllPub;1.5Fin;6;TA;TA;Y;3;Ex;12;Gd;Normal
AllPub;2Story;8;TA;TA;Y;2;TA;9;Gd;Normal
AllPub;1.5Fin;5;TA;Ex;Y;2;Gd;9;TA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1.5Fin;8;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1.5Fin;6;TA;Ex;Y;1;TA;7;Gd;Normal
AllPub;1Story;5;TA;Gd;Y;1;TA;5;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;TA;8;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;Gd;Partial
AllPub;2Story;5;TA;Ex;Y;3;Ex;10;TA;Abnorml
AllPub;1Story;6;TA;Ex;Y;1;TA;5;Gd;Normal
AllPub;1Story;4;TA;Gd;Y;1;TA;5;TA;Normal
AllPub;1.5Fin;7;Gd;Gd;Y;1;TA;7;NA;Normal
AllPub;2Story;5;TA;TA;Y;2;TA;7;NA;Abnorml
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;Fa;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;2Story;5;TA;Gd;Y;2;Gd;7;TA;Normal
AllPub;1Story;4;Gd;Ex;Y;1;TA;7;TA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;5;NA;Normal
AllPub;1.5Fin;8;TA;Gd;Y;1;Gd;6;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;TA;5;NA;Normal
AllPub;2Story;7;TA;TA;Y;1;TA;7;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;Gd;Partial
AllPub;2.5Unf;6;TA;Ex;Y;1;TA;7;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;1Story;5;TA;Gd;Y;1;TA;6;Po;Normal
AllPub;1Story;5;TA;Gd;Y;1;TA;5;NA;Abnorml
AllPub;2Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;1.5Fin;8;TA;Ex;Y;1;TA;5;Fa;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;TA;Normal
AllPub;1Story;6;TA;Ex;Y;1;TA;6;NA;Normal
AllPub;1Story;7;TA;Gd;Y;2;Gd;7;TA;Normal
AllPub;1Story;4;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;1Story;7;Gd;TA;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;8;Gd;Partial
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;TA;Normal
AllPub;1.5Fin;7;TA;Gd;Y;2;TA;8;NA;Normal
AllPub;1Story;6;TA;TA;Y;1;TA;4;NA;Normal
AllPub;SLvl;9;Gd;Ex;Y;0;TA;3;NA;Normal
AllPub;SFoyer;5;TA;TA;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1.5Fin;5;TA;TA;Y;2;TA;8;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Partial
AllPub;1.5Fin;5;TA;Gd;N;1;TA;3;NA;Normal
AllPub;2Story;5;TA;TA;Y;1;TA;7;NA;Abnorml
AllPub;1Story;5;TA;TA;Y;1;TA;5;NA;Abnorml
AllPub;1Story;5;TA;Ex;Y;1;TA;5;TA;Normal
AllPub;1.5Fin;6;TA;Ex;Y;2;TA;7;Gd;Normal
AllPub;1Story;3;TA;TA;N;2;TA;7;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;Gd;Normal
AllPub;SLvl;8;Gd;Ex;Y;1;TA;6;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;Gd;Normal
AllPub;1Story;8;TA;Ex;Y;1;Gd;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;1;Ex;7;Gd;Partial
AllPub;SLvl;5;TA;Gd;Y;2;TA;7;NA;Normal
AllPub;1.5Fin;5;TA;Ex;Y;2;TA;12;TA;Normal
AllPub;SLvl;6;TA;TA;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;TA;Y;2;TA;6;NA;Normal
AllPub;1Story;5;TA;Fa;Y;1;TA;6;NA;Abnorml
AllPub;2Story;6;TA;TA;N;1;TA;7;NA;Abnorml
AllPub;2Story;5;TA;Gd;Y;1;TA;9;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;1;TA;6;NA;Abnorml
AllPub;1Story;5;TA;Ex;Y;2;Ex;6;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;NA;Normal
AllPub;1Story;6;TA;Ex;Y;2;Gd;7;NA;Partial
AllPub;SFoyer;6;TA;TA;Y;2;Gd;6;TA;Family
AllPub;1Story;5;TA;Ex;Y;2;Ex;7;Gd;Partial
AllPub;2Story;7;TA;Fa;Y;1;Gd;7;Gd;Normal
AllPub;SLvl;7;TA;Ex;Y;3;TA;7;TA;Abnorml
AllPub;2Story;5;TA;Ex;Y;2;Gd;6;NA;Partial
AllPub;SLvl;5;TA;TA;Y;1;TA;6;NA;Normal
AllPub;2.5Unf;5;TA;Fa;N;1;TA;8;Gd;Normal
AllPub;1Story;7;TA;TA;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;8;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Normal
AllPub;1Story;6;TA;TA;Y;1;TA;5;NA;Normal
AllPub;2Story;7;TA;TA;Y;2;Gd;9;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;1.5Fin;6;TA;TA;Y;1;TA;6;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;1Story;8;TA;Ex;Y;1;TA;4;NA;Normal
AllPub;SLvl;5;TA;Ex;Y;2;Gd;5;NA;Normal
AllPub;1Story;8;TA;Gd;Y;1;TA;6;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;TA;7;TA;Normal
AllPub;1Story;6;TA;Gd;Y;1;TA;5;NA;Normal
AllPub;1.5Fin;5;TA;Ex;Y;1;TA;8;TA;Normal
AllPub;2Story;6;TA;Ex;Y;1;TA;8;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;NA;Abnorml
AllPub;2Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;2.5Unf;4;TA;TA;N;1;TA;9;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;10;Gd;Normal
AllPub;1.5Fin;9;Gd;Ex;Y;3;Gd;11;Gd;Normal
AllPub;1.5Fin;5;TA;TA;Y;1;TA;7;NA;Normal
AllPub;1Story;6;TA;TA;Y;0;Gd;4;TA;Normal
AllPub;1Story;7;TA;Gd;Y;2;Gd;7;Gd;Normal
AllPub;1Story;6;TA;TA;Y;1;TA;5;NA;Normal
AllPub;SLvl;7;TA;Gd;Y;1;Ex;5;Gd;Normal
AllPub;1.5Fin;6;TA;Ex;Y;2;TA;8;Gd;Normal
AllPub;2Story;5;TA;Gd;Y;2;TA;10;NA;Normal
AllPub;2Story;6;TA;TA;Y;1;TA;6;TA;Normal
AllPub;SLvl;5;TA;Fa;Y;1;TA;7;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;1.5Fin;4;Gd;TA;Y;1;TA;6;NA;Abnorml
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;1Story;5;TA;TA;Y;2;TA;6;TA;Normal
AllPub;1Story;7;TA;TA;Y;2;Gd;5;NA;Normal
AllPub;2Story;5;TA;TA;Y;2;TA;8;NA;Normal
AllPub;1.5Fin;7;TA;Ex;Y;2;Gd;10;Gd;Normal
AllPub;1.5Fin;6;Fa;Ex;Y;1;TA;6;Gd;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;6;Gd;Normal
AllPub;1Story;5;Gd;Fa;Y;2;TA;7;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;5;Ex;Normal
AllPub;2Story;5;TA;Ex;Y;2;Ex;8;Gd;Partial
AllPub;SLvl;7;TA;TA;Y;1;TA;6;Gd;Normal
AllPub;2Story;7;TA;TA;Y;2;TA;6;NA;Normal
AllPub;2Story;4;TA;TA;N;2;TA;11;NA;Normal
AllPub;2Story;5;TA;TA;Y;2;TA;8;TA;Normal
AllPub;1Story;7;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;Gd;Y;1;TA;5;NA;Normal
AllPub;1Story;6;Gd;Gd;Y;2;TA;6;NA;Normal
AllPub;SFoyer;5;TA;Gd;Y;2;TA;5;NA;Partial
AllPub;2Story;5;TA;Ex;Y;2;Ex;12;Gd;Partial
AllPub;1Story;7;TA;Ex;Y;1;Gd;6;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;TA;Normal
AllPub;2Story;7;TA;Fa;Y;1;Gd;7;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;6;Ex;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Partial
AllPub;1Story;5;Gd;Ex;Y;1;TA;5;NA;Normal
AllPub;1Story;7;TA;Ex;Y;1;Gd;6;NA;Normal
AllPub;1Story;5;TA;Gd;Y;2;Gd;6;NA;Normal
AllPub;1Story;8;Gd;TA;Y;2;Ex;7;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Partial
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;Ex;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;10;TA;Normal
AllPub;1Story;6;TA;Ex;Y;1;TA;5;TA;Normal
AllPub;2Story;5;TA;TA;Y;2;TA;9;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;8;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;Gd;Partial
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;1Story;5;TA;Ex;Y;1;TA;5;NA;Normal
AllPub;1Story;3;TA;Gd;Y;1;TA;6;Gd;Normal
AllPub;1Story;6;TA;TA;N;1;TA;4;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;TA;Normal
AllPub;1Story;7;TA;Gd;Y;1;Fa;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;Gd;Partial
AllPub;1Story;4;TA;Fa;N;1;TA;5;NA;Normal
AllPub;1Story;6;TA;Ex;Y;1;Gd;6;NA;Normal
AllPub;1Story;9;Gd;Ex;Y;1;Gd;5;Ex;Normal
AllPub;1.5Fin;7;Gd;Ex;Y;2;TA;8;TA;Normal
AllPub;2Story;5;TA;Gd;Y;2;TA;8;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;SLvl;5;TA;Gd;Y;1;TA;6;NA;Normal
AllPub;1Story;6;TA;Ex;Y;1;TA;3;Gd;Normal
AllPub;1.5Fin;6;TA;Ex;Y;1;Gd;6;NA;Normal
AllPub;2Story;6;TA;TA;Y;1;TA;7;NA;Normal
AllPub;1Story;5;TA;TA;Y;2;TA;6;TA;Normal
AllPub;1Story;5;TA;TA;Y;2;TA;8;NA;Normal
AllPub;1Story;4;TA;Fa;N;1;Fa;4;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;NA;Normal
AllPub;1Story;7;Gd;Ex;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;1;Gd;6;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;1.5Fin;6;TA;Gd;Y;1;TA;9;TA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;TA;Partial
AllPub;1Story;4;TA;Gd;Y;1;Fa;5;NA;Normal
AllPub;1Story;7;TA;TA;Y;2;TA;9;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;Gd;Partial
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;Fa;Normal
AllPub;2Story;5;Gd;Fa;N;2;TA;8;NA;Normal
AllPub;2Story;5;TA;TA;Y;2;TA;12;NA;Normal
AllPub;2Story;6;TA;Ex;Y;1;TA;8;Gd;Normal
AllPub;1.5Fin;9;TA;TA;Y;1;TA;4;NA;Normal
AllPub;1.5Fin;5;TA;Ex;Y;2;Gd;9;Ex;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;SLvl;6;TA;Gd;Y;3;Gd;8;TA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;6;TA;Ex;Y;1;TA;6;Fa;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;8;Gd;Normal
AllPub;2Story;6;TA;Ex;Y;3;TA;8;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;1.5Fin;4;Gd;Gd;Y;2;TA;7;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;6;Gd;Partial
AllPub;2Story;5;TA;Ex;Y;2;Gd;4;NA;Abnorml
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;NA;Abnorml
AllPub;2Story;6;TA;Ex;Y;2;TA;6;TA;Normal
AllPub;1Story;5;TA;Ex;Y;1;Gd;4;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;8;TA;Normal
AllPub;1.5Fin;6;TA;Ex;Y;1;TA;6;NA;Normal
AllPub;SLvl;6;TA;Gd;Y;1;Gd;8;TA;Normal
AllPub;2Story;6;TA;Ex;Y;2;Gd;8;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;8;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;Gd;Partial
AllPub;1Story;5;TA;TA;N;1;TA;4;NA;Normal
AllPub;1.5Fin;5;TA;Ex;Y;2;TA;6;NA;Normal
AllPub;2Story;5;TA;TA;Y;1;TA;5;NA;Normal
AllPub;SLvl;5;TA;Gd;Y;2;Gd;7;NA;Normal
AllPub;1Story;3;Fa;TA;N;1;TA;5;NA;Normal
AllPub;1Story;7;TA;Ex;Y;2;TA;7;Gd;Normal
AllPub;2Story;7;TA;Ex;Y;1;Gd;8;NA;Normal
AllPub;1Story;7;Gd;Ex;Y;2;Gd;7;NA;Normal
AllPub;1.5Fin;5;TA;TA;Y;1;TA;6;NA;Normal
AllPub;1.5Fin;8;Gd;Gd;Y;1;Gd;7;NA;Normal
AllPub;2Story;5;TA;TA;Y;3;Gd;12;TA;Normal
AllPub;1.5Fin;7;Gd;TA;N;2;Gd;10;Gd;Family
AllPub;1Story;5;TA;Ex;Y;2;Ex;7;Gd;Normal
AllPub;1.5Fin;6;Gd;Ex;Y;1;TA;6;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;1Story;5;TA;TA;Y;2;TA;8;NA;Normal
AllPub;SFoyer;5;TA;TA;Y;1;TA;6;Po;Normal
AllPub;1.5Fin;7;TA;Ex;N;2;TA;7;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Partial
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;Gd;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;7;TA;Normal
AllPub;2Story;8;TA;Ex;Y;1;TA;8;NA;Normal
AllPub;1.5Fin;4;TA;Gd;Y;1;TA;7;NA;Normal
AllPub;1.5Fin;6;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;1.5Fin;7;TA;TA;Y;1;TA;5;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;TA;8;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Partial
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;1.5Fin;4;TA;TA;Y;1;TA;6;NA;Family
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;Gd;Normal
AllPub;SFoyer;7;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;1;TA;5;NA;Normal
AllPub;2Story;7;TA;Gd;Y;1;TA;6;NA;Normal
AllPub;2Story;6;Gd;Gd;Y;2;TA;7;TA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;1.5Fin;8;Gd;Ex;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;Fa;N;2;TA;6;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;Gd;Abnorml
AllPub;1.5Fin;7;TA;Gd;Y;1;Gd;8;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;2Story;6;TA;Gd;Y;2;TA;11;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;6;NA;Normal
AllPub;1Story;5;Gd;Gd;Y;2;Gd;7;TA;Normal
AllPub;2Story;6;TA;Gd;Y;2;TA;7;TA;Normal
AllPub;1Story;5;TA;TA;Y;2;TA;4;Fa;Normal
AllPub;1Story;5;TA;Ex;Y;1;Gd;3;NA;Normal
AllPub;SLvl;7;Gd;TA;Y;2;Gd;8;Gd;Alloca
AllPub;1Story;5;TA;TA;Y;1;TA;6;TA;Normal
AllPub;1Story;6;TA;Ex;Y;1;Gd;7;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;5;TA;Normal
AllPub;1.5Fin;6;TA;TA;Y;1;TA;6;TA;Normal
AllPub;1Story;7;Gd;TA;Y;1;Gd;4;Gd;Abnorml
AllPub;1Story;7;Gd;Ex;Y;2;Gd;7;TA;Normal
AllPub;2Story;5;TA;Ex;Y;2;TA;7;Gd;Normal
AllPub;1Story;6;TA;TA;Y;2;TA;5;NA;Normal
AllPub;1Story;6;TA;TA;Y;2;TA;5;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;TA;8;TA;Normal
AllPub;1Story;5;TA;Fa;Y;2;TA;5;Gd;Normal
AllPub;1Story;9;Gd;TA;Y;1;Gd;7;Gd;Abnorml
AllPub;1Story;6;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;7;Gd;Partial
AllPub;1Story;7;TA;TA;Y;1;TA;6;NA;Normal
AllPub;SLvl;6;TA;TA;Y;2;TA;6;TA;Normal
AllPub;2.5Fin;7;TA;Fa;Y;2;TA;11;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;1;Gd;3;TA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Ex;10;Ex;Normal
AllPub;1.5Unf;6;TA;Fa;N;1;Fa;4;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;SFoyer;5;TA;Gd;Y;1;TA;6;NA;Normal
AllPub;1Story;7;TA;TA;Y;1;TA;6;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;TA;Normal
AllPub;2Story;7;TA;Gd;N;1;TA;6;NA;Normal
AllPub;SFoyer;7;TA;Ex;Y;1;Ex;3;NA;Abnorml
AllPub;2Story;5;TA;TA;Y;2;TA;8;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;7;Gd;Partial
AllPub;SLvl;5;TA;Gd;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;Ex;Y;1;TA;6;NA;Abnorml
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;TA;7;TA;Normal
AllPub;1Story;6;TA;TA;Y;2;TA;7;TA;Normal
AllPub;2Story;9;Gd;Ex;Y;2;Gd;9;Gd;Normal
AllPub;1Story;6;TA;Gd;Y;1;Gd;5;NA;Normal
AllPub;1Story;6;TA;Gd;Y;1;TA;6;NA;Normal
AllPub;1Story;6;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;6;TA;TA;Y;1;Gd;6;NA;Normal
AllPub;2Story;5;TA;Gd;Y;2;TA;6;TA;Normal
AllPub;2Story;6;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;NA;Normal
AllPub;2Story;5;TA;Gd;Y;2;TA;7;TA;Normal
AllPub;1Story;7;Gd;Ex;Y;2;TA;6;NA;Normal
AllPub;2Story;5;TA;Gd;Y;2;TA;7;Gd;Normal
AllPub;1Story;5;TA;Gd;Y;1;Gd;5;Po;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;4;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;5;Fa;Normal
AllPub;2Story;5;TA;TA;Y;1;TA;5;NA;Normal
AllPub;2Story;5;TA;TA;Y;1;TA;6;NA;Normal
AllPub;2Story;6;TA;TA;Y;2;Gd;6;TA;Normal
AllPub;1Story;6;TA;Ex;Y;1;TA;4;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Ex;10;Gd;Partial
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Partial
AllPub;1Story;5;TA;Ex;Y;2;Ex;7;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;8;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Ex;10;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;Ex;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;SLvl;5;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;4;NA;Partial
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;8;NA;Normal
AllPub;1Story;5;Fa;TA;N;1;TA;5;NA;Normal
AllPub;1Story;6;Gd;Ex;Y;2;TA;7;Fa;Abnorml
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;TA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;3;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;4;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;4;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;4;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;5;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;4;NA;Normal
AllPub;1Story;5;TA;Ex;Y;1;Gd;6;Gd;Partial
AllPub;2Story;5;TA;Ex;Y;2;Gd;7;TA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;6;Gd;Normal
AllPub;1Story;6;TA;Gd;Y;2;TA;8;NA;Normal
AllPub;2Story;5;TA;Ex;Y;2;Gd;9;TA;Normal
AllPub;1.5Fin;5;TA;TA;Y;3;TA;7;TA;Normal
AllPub;2Story;6;TA;TA;Y;1;TA;7;NA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;Gd;Y;1;TA;6;NA;Normal
AllPub;1Story;6;TA;Ex;Y;2;Gd;6;NA;Normal
AllPub;SLvl;5;TA;TA;Y;2;TA;8;NA;Family
AllPub;1Story;6;TA;TA;Y;2;TA;10;NA;Abnorml
AllPub;1.5Fin;7;TA;Gd;Y;2;TA;7;Gd;Normal
AllPub;1.5Fin;6;Gd;TA;Y;2;TA;6;Gd;Normal
AllPub;SFoyer;8;TA;Gd;Y;1;Gd;5;Gd;Normal
AllPub;1Story;5;TA;TA;Y;2;TA;8;NA;Normal
AllPub;1Story;5;TA;Ex;Y;2;Gd;7;NA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;Fa;Y;1;TA;6;NA;Normal
AllPub;1Story;5;TA;Ex;Y;1;TA;6;Gd;Normal
AllPub;1.5Fin;5;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;7;TA;TA;Y;1;Fa;4;NA;Normal
AllPub;1Story;6;Gd;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;5;TA;TA;Y;1;TA;5;NA;Abnorml
AllPub;1Story;7;TA;Gd;Y;1;TA;4;NA;Normal
AllPub;1.5Fin;8;TA;TA;Y;1;TA;5;NA;Normal
AllPub;1Story;6;TA;Ex;Y;1;TA;6;NA;Normal
AllPub;1Story;7;TA;TA;Y;1;TA;7;TA;Normal
AllPub;1.5Fin;5;TA;TA;Y;1;TA;9;Gd;Abnorml
AllPub;1Story;7;TA;TA;Y;1;TA;5;Gd;Normal
AllPub;1Story;7;TA;Gd;Y;1;Gd;6;NA;Normal
AllPub;1.5Fin;7;TA;Gd;Y;1;Fa;6;NA;Normal
AllPub;1.5Fin;7;Gd;Ex;Y;1;Gd;7;Gd;Normal
AllPub;1.5Fin;6;TA;TA;Y;1;TA;6;NA;Normal
